112536im7hy6wtKbpH1qYDWtTyMRAcA2p7,TRUE,200000000,200000000,0,2,17286666.67,2489509.099,17286666.67,2489509.099,2,0,0,199971217,0,199971217,0,2,0,0,0.001230769,1,1,1.0,1.0,0
1126eDRw2wqSkWosjTCre8cjjQW8sSeWH7,TRUE,71200000,71200000,0,2,71230454,0,71230454,0,3,0,0,71170577,0,71170577,0,2,0,0,0.001291156,1,1,1.0,1.0,1
1129TSjKtx65E35GiUo4AYVeyo48twbrGX,TRUE,200000000,200000000,0,2,872000166.5,2503535833,872000166.5,2503535833,2.095238095,0.42591771,0,0,0,0,0,0,0,0,0.00122474,1,1,43.0,2.0,0
112AmFATxzhuSpvtz1hfpa3Zrw3BG276pc,TRUE,50000000,50000000,0,2,10345417614,43991331888,10345417614,43991331888,755.8,3285.508615,0,0,0,0,0,0,0,0,0.001126761,1,1,70.0,2.0,4
112E91jxS2qrQY1z78LPWUWrLVFGqbYPQ1,TRUE,100000000,100000000,0,2,740120000,0,740120000,0,2,0,0,99972107,0,99972107,0,2,0,0,0.001215067,1,1,1.0,1.0,0
112eFykaD53KEkKeYW9KW8eWebZYSbt2f5,TRUE,100990000,100990000,0,2,704244086,0,704244086,0,2,0,0,183614854,0,183614854,0,4,0,0,0.001292825,1,1,1.0,1.0,0
112FTiRdJjMrNgEtd4fvdoq3TC33Ah5Dep,TRUE,80000000,80000000,0,2,2.11E+14,0,2.11E+14,0,20352,0,0,79976691,0,79976691,0,2,0,0,0.001271456,1,1,1.0,1.0,0
112GocBgFSnaote6krx828qaockFraD8mp,TRUE,50000000,50000000,0,2,83508100.48,89023019.81,83643928.86,88973968.43,2.857142857,0.989743319,135828.381,0,0,0,0,0,0,0,0.001105583,1,1,53.0,2.0,1
112gXL4AeJ62DX3htuLhBc3MtY5U6X5J28,TRUE,100000000,100000000,0,2,41286251631,1.79E+11,41286251631,1.79E+11,2.2,0.6,0,3500951876,3499048124,3500951876,3499048124,2,0,0,0.000755002,1,1,42.0,2.0,0
112nEBUadWiMxzUUASNZpQ9AvePtrJVuca,TRUE,108560000,108560000,0,2,343350147,0,343470619,0,9,0,120472,143513797,0,143513797,0,4,0,0,0.001231527,1,1,1.0,1.0,3
112Ns49UobQn1cX1G1axs1cmGvjFBxVxvf,TRUE,113976642,113976642,0,4,738029129.3,1186879669,738029129.3,1186879669,6.133333333,4.978174587,0,503651771,466774513.2,503651771,466774513.2,2,0,0,0.002318841,2,2,8.0,13.0,0
112vq2Wt7Mo8RD5jCKMR2PFNxAoT17ffxD,TRUE,56000000,56000000,0,2,68470000,0,68470000,0,2,0,0,135948398,0,135948398,0,4,0,0,0.001331558,1,1,1.0,1.0,0
112wED5uHhY1aiSaWAzgeMDaCKFcCvj9Pn,TRUE,360000000,360000000,0,6,2283537627,7687890742,2283537627,7687890742,9.205882353,24.12806446,0,474517906.2,448706108.7,474517906.2,448706108.7,2,0,0,0.003498542,3,3,12.333333333333334,3.3333333333333335,1
112wjYgWapZU8gTPR7hLoKq8iEh496vKxP,TRUE,550000000,550000000,0,2,639435214.3,1270011814,639435214.3,1270011814,5,8.729261137,0,19856000146,19854999855,19856000146,19854999855,6,4,0,0.001251564,1,1,27.0,2.0,2
1131P1hjj7h9NinHRCkNwGFifK4gGoe5EF,TRUE,500000000,500000000,0,2,1653068734,6328870478,1653075622,6328872095,43.125,124.6004657,6887.916667,0,0,0,0,0,0,0,0.001101928,1,1,77.0,2.0,1
1132fapAqQVQJjZipWzJPKYxF4LNSDEvuc,TRUE,200000000,200000000,0,2,208320000,0,208320000,0,2,0,0,354956188,0,354956188,0,6,0,0,0.001172333,1,1,1.0,1.0,0
1136MFiqBmoVWpqWr1okF3D5XMabwVLB5z,TRUE,101000000,101000000,0,2,499255281.1,955830808.8,499256430.1,955835750.9,5.85,15.87537401,1149,1.08E+11,1.08E+11,1.08E+11,1.08E+11,59.5,57.5,0,0.001135074,1,1,36.0,2.0,1
11382a48qWatCiSqVNBFzuKN91M7Dcdev,TRUE,50000000,50000000,0,2,226726828.6,491949538.9,226726828.6,491949538.9,2.714285714,2.978380147,0,0,0,0,0,0,0,0,0.001116071,1,1,176.0,2.0,7
113aZAjq9fkTY3qeBE4C3ojrXyQFKg5Nnd,TRUE,200000000,200000000,0,2,1173085192,0,1173085192,0,2,0,0,524994996,0,524994996,0,6,0,0,0.001146789,1,1,1.0,1.0,0
113bivxFjurkAoWEfVeJ4jawK9fQtn3yRF,TRUE,101348619,101348619,0,4,1.33E+11,1.33E+11,1.33E+11,1.33E+11,199,197,0,50660700.5,49278845.5,50660700.5,49278845.5,3,1,0,0.002695418,2,2,1.0,1.0,0
113DQh713pR9rsEWTgae9DGfVzY5f17Sbj,TRUE,200000000,200000000,0,2,4928276122,18201455559,4928276122,18201455559,61.8125,227.0303445,0,1.29E+11,1.29E+11,1.29E+11,1.29E+11,63.5,61.5,0,0.001233806,1,1,35.0,2.0,5
113ESVqntvYprqQbsPN6tEmtE1bB44uokS,TRUE,120000000,120000000,0,2,679282147.9,431734386.1,679282147.9,431734386.1,8,5.554920599,0,448436655,441563345,448436655,441563345,2,0,0,0.001165501,1,1,7.0,2.0,0
113i99LGHX2ZzBed1SaMpnqb6ruRgbBwMc,TRUE,184897082,184897082,0,8,16360523965,1.22E+11,16360523965,1.22E+11,59.03488372,146.9991653,0.011627907,0,0,0,0,0,0,0,0.003154574,4,4,150.5,2.25,50
113jYnToJJmGiLyQZMpyCZTYSb5GXFZ4tN,TRUE,80000000,80000000,0,2,47480000,8410000,47480000,8410000,2,0,0,179965115,0,179965115,0,4,0,0,0.001370802,1,1,1.0,1.0,0
113nP4t4ayne9A5MkZEa72GEBgkqLXZGkE,TRUE,85140000,85140000,0,2,1067613173,0,1067613173,0,2,0,0,168744892,0,168744892,0,4,0,0,0.00123839,1,1,1.0,1.0,0
113NT2GAbQRzT5qLfo9ovmxVuPwDbchoiV,TRUE,104580000,104580000,0,4,2634375461,2554986757,2634375461,2554986757,2,0,0,124706179.5,101859035.5,124706179.5,101859035.5,13,9,0,0.002419843,2,2,1.0,1.0,0
113QcTeGajE3YMKU1JD7QMRgkuKFFsHkiG,TRUE,50057953,50057953,0,2,83684410.71,23553332.58,83684410.71,23553332.58,2.476190476,0.85183542,0,0,0,0,0,0,0,0,0.001099505,1,1,63.0,2.0,1
113U6pALuJkFE3mTmMWzBfYk5AUjDDfvXC,TRUE,78580000,78580000,0,4,4640175269,80862172.5,4640175269,80862172.5,2,0,0,79255441,79175646,79255441,79175646,3,1,0,0.002528445,2,2,1.0,1.0,0
113uHEU5oFygrXY6GR43DrJmy4tFQ1Gcdr,TRUE,168320000,168320000,0,2,1956000410,2902442035,1956000410,2902442035,3.5,1.658312395,0,186346568,0,186346568,0,4,0,0,0.001246106,1,1,1.0,1.0,0
113xQVVssnSTggjXtntNy4RvZ1rs46ehub,TRUE,81700000,81700000,0,2,83300200,0,83300200,0,2,0,0,81681702,0,81681702,0,2,0,0,0.001313198,1,1,1.0,1.0,0
